Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3HiPDGrE4Bys0Xy4m82wQ1,"Bélinda","Le lundi au soleil","Claude François",1972-02-23,157173,46,false,g4olm5cjfcdi3sp15n61v34j0,2023-09-26T20:04:12Z,"variété française,chanson","Versailles",0.638,0.607,0,-7.452,1,0.0309,0.22,0,0.0545,0.269,129.978,4
spotify:track:1cl6UxttwMTjJXsdyMDUde,"Toi + Moi","Toi + Moi","Grégoire",2008,182800,59,false,g4olm5cjfcdi3sp15n61v34j0,2023-09-26T20:04:14Z,"variété française,chanson,pop française","My Major Company",0.601,0.455,6,-8.765,0,0.0345,0.753,0,0.125,0.445,142.107,3
spotify:track:6AyFrKktqL7ikwIUUGLZut,"Le soldat","Vieillir Avec Toi (Deluxe Version)","Florent Pagny",2013-01-01,192706,45,false,g4olm5cjfcdi3sp15n61v34j0,2023-09-26T20:04:22Z,"variété française,chanson,pop française","Universal Music Division Capitol Music France",0.749,0.92,4,-5.034,0,0.0355,0.0535,0,0.305,0.978,129.981,4
spotify:track:4Dd8r3d1Tu2mvvjn2Vj4Sg,"Un monde parfait","Un monde parfait","Ilona Mitrecey",2005-01-01,187399,44,false,g4olm5cjfcdi3sp15n61v34j0,2023-09-26T20:04:30Z,"pop française","Universal Music Division Polydor France",0.69,0.872,3,-4.067,0,0.539,0.526,0,0.672,0.761,85.986,4
spotify:track:5UWGvDWy1YkKjmcQFbO0Gj,"Noyé dans mes rêves","Amicalement Vôtre","Guizmo",2017-12-01,223880,52,true,g4olm5cjfcdi3sp15n61v34j0,2023-09-29T18:20:38Z,"rap français","Y&W / Because Music",0.74,0.871,8,-2.596,0,0.0749,0.0515,0,0.0773,0.952,128.086,4
spotify:track:0kxhMpPFHO7GIoEqQLvsTV,"WatiBigali (feat. Wati B)","WatiBigali (feat. Wati B)","Big Ali;Wati-B",2012-09-28,245706,49,false,g4olm5cjfcdi3sp15n61v34j0,2023-10-04T10:09:50Z,"","SME Strategic Marketing Group",0.406,0.638,7,-7.438,1,0.328,0.243,0,0.115,0.0747,63.677,3
spotify:track:4R0Vv1C8ChUI7PrDrdX4a2,"GEPETTO","GRÜNT #60","BU$HI",2023-10-02,123750,43,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-07T21:30:43Z,"rap français,new wave","SATURN RECORDS",0.686,0.73,10,-5.504,0,0.412,0.0287,0,0.369,0.271,145.251,4
spotify:track:275a9yzwGB6ncAW4SxY7q3,"Panda","Panda","Desiigner",2016-02-26,247866,65,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-18T20:06:48Z,"","Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",0.594,0.549,5,-9.057,0,0.284,0.0755,0.000151,0.138,0.266,140.043,4
spotify:track:3DmMCnx6RemQSF5cVCw438,"Aimer","Ténébreux","PLK",2017-09-08,233587,55,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-18T20:08:59Z,"rap français,pop urbaine","Panenka Music",0.544,0.661,11,-8.887,0,0.526,0.182,0.00000811,0.383,0.347,77.062,4
spotify:track:2n3dCM1RqyhzH5FZQW4jxA,"Π. VANTABLACK","QALF infinity","Damso",2021-04-28,153706,0,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-18T20:09:19Z,"rap français,pop urbaine,r&b français","Trente-quatre Centimes",0.859,0.529,11,-9.899,0,0.329,0.0485,0,0.0965,0.301,95.986,4
spotify:track:626x9ykFfrXQmEeadnhr1f,"93 mesures","Stamina,","Dinos",2020-11-26,265786,54,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-18T20:09:27Z,"rap français","Universal Music Distribution Deal",0.627,0.736,4,-7.48,0,0.405,0.263,0,0.151,0.787,90.464,4
spotify:track:0VJwgZkDmZZLZygKnPj2s6,"A la base","Enna Boost","PLK",2021-11-12,266240,49,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-18T20:09:50Z,"rap français,pop urbaine","Panenka Music",0.583,0.505,5,-9.579,0,0.529,0.335,0,0.101,0.463,83.175,4
spotify:track:4r0U3YkeJvKNsCRSdCs9lx,"VOIR LE MONDE BRÛLER","L'Étrange Histoire de Mr.Anderson","Laylow",2021-07-16,315173,48,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-18T20:11:14Z,"rap français,rap marocain","Digitalmundo",0.536,0.393,11,-12.302,0,0.695,0.436,0.000877,0.118,0.21,85.115,4
spotify:track:5WxF9OZW6Fn5AN26J3RkWW,"QUE LA PLUIE","L'Étrange Histoire de Mr.Anderson","Laylow",2021-07-16,161840,43,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-18T20:11:22Z,"rap français,rap marocain","Digitalmundo",0.819,0.76,1,-7.553,1,0.306,0.309,0,0.126,0.438,96.034,4
spotify:track:07Cb5fY38Ku96XMTHdEjUL,"H19","H19","Heykel",2023-09-13,262026,37,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-18T20:14:55Z,"rap français","KDK Productions",0.764,0.726,6,-6.85,1,0.379,0.448,0,0.109,0.361,96.093,4
spotify:track:1smsKXCcor80AyyXjglbgX,"H18","H18","Heykel",2023-07-12,244146,25,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-18T20:14:57Z,"rap français","KDK Productions",0.618,0.499,11,-8.149,0,0.0307,0.0303,0.00000222,0.0944,0.523,132.027,4
spotify:track:7ncNqIzXGRrKdP6C9fQUbm,"Un jour au mauvais endroit","Les feux d'artifice","Calogero",2015-06-01,294173,53,false,g4olm5cjfcdi3sp15n61v34j0,2023-10-19T16:42:53Z,"variété française,chanson,pop française,house française","Universal Music Division Barclay",0.643,0.689,4,-4.877,0,0.115,0.381,0,0.129,0.8,93.117,4
spotify:track:4PL97ikHdIkSNNn52JDgRB,"Celui - Radio edit","Au rapport (Édition Collector)","Colonel Reyel",2011,202426,56,false,g4olm5cjfcdi3sp15n61v34j0,2023-10-19T16:43:53Z,"","Step Out Productions",0.708,0.788,0,-4.329,1,0.161,0.354,0,0.0869,0.82,92.033,4
spotify:track:5nJ9ZVmCBVgAQjuuX0EhYK,"Team BS","Team BS","Team BS",2014-02-24,232746,53,false,g4olm5cjfcdi3sp15n61v34j0,2023-10-19T16:44:44Z,"r&b français","Jive Epic",0.688,0.689,1,-9.093,1,0.428,0.158,0,0.0788,0.736,89.961,4
spotify:track:0LPnjpVKPvjhVTv2Vwgur9,"Attentat uzi - A COLORS SHOW","Attentat uzi - A COLORS SHOW","Mairo",2021-07-19,192198,30,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-21T20:21:32Z,"rap français,new wave","COLORSxSTUDIOS",0.762,0.413,6,-12.052,1,0.207,0.249,0.0000138,0.141,0.518,141.93,4
spotify:track:30nrc2Nb93H1qtKQFbf13x,"2-pac","Beretta","HLD",2022-03-20,167677,36,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-24T18:38:11Z,"rap français","100szmusic",0.779,0.852,2,-3.353,1,0.0651,0.235,0,0.212,0.601,119.892,4
spotify:track:3a9TMd2Yrza6HXqqlfMtfy,"Est-ce que tu m'aimes ? - Pilule bleue","Mon coeur avait raison","GIMS",2015-08-28,237093,77,false,g4olm5cjfcdi3sp15n61v34j0,2023-10-25T20:31:12Z,"rap français,r&b français,pop française,pop urbaine","Jive Epic",0.755,0.579,5,-6.434,1,0.316,0.182,0,0.181,0.614,74.982,4
spotify:track:3ssRqeOxEqTUZjsMuDeOU9,"Problèmes de Riche","J.000.$","Josman",2023-10-28,192000,52,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.809,0.581,7,-7.771,0,0.276,0.395,0,0.114,0.569,142.99,4
spotify:track:5SN8g3koBFMIJdB7icMzk3,"50k€","J.000.$","Josman",2023-10-28,188960,48,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.795,0.584,2,-6.726,0,0.316,0.239,0,0.0801,0.686,143.951,4
spotify:track:4i6CKsl0vgzFF97h5nzpS3,"Les Flammes","J.000.$","Josman",2023-10-28,193333,51,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.875,0.527,6,-7.855,0,0.297,0.197,0,0.105,0.635,137.944,4
spotify:track:2mZaUAjM2b6GUGwHMOjgQf,"P.O.V.","J.000.$","Josman",2023-10-28,201746,46,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.799,0.53,4,-6.547,0,0.107,0.0707,0,0.147,0.736,128.064,4
spotify:track:5ai7jBIyIC7KqJ4j0qJxfT,"Yacht & Champagne - Skit","J.000.$","Josman",2023-10-28,90000,46,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.628,0.665,1,-9.558,0,0.474,0.326,0,0.144,0.785,94.487,4
spotify:track:7e5vYAwLS9rNuPnUHDXgSJ,"Cohiba","J.000.$","Josman",2023-10-28,192000,55,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.556,0.75,2,-5.154,1,0.245,0.0953,0.0000664,0.259,0.291,151.967,4
spotify:track:2rpbU67Z8u8D21wdP9ObRU,"CARLO","J.000.$","Josman",2023-10-28,143533,54,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.872,0.496,5,-9.253,0,0.202,0.164,0,0.161,0.364,122.029,3
spotify:track:03taSSoKs2Q6Y0oH5t78Kt,"Cotton Club Freestyle - Remix","J.000.$","Josman",2023-10-28,70813,43,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.847,0.694,5,-5.548,0,0.247,0.206,0.00000839,0.221,0.506,141.013,4
spotify:track:2jH0AqIwoPWMtG1d5z1J6a,"Cocktail","J.000.$","Josman",2023-10-28,163400,47,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.738,0.593,10,-8.461,0,0.28,0.357,0,0.11,0.477,72.494,4
spotify:track:7ujxY1bqVRvMe1sR5iFmxt,"Ailleurs","J.000.$","Josman",2023-10-28,165506,62,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.706,0.514,11,-6.595,1,0.269,0.533,0,0.109,0.583,154.003,4
spotify:track:4nyBlmu7zQiuaJjIGKe1qQ,"À feu doux...","J.000.$","Josman",2023-10-28,187013,47,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.553,0.627,4,-10.005,0,0.382,0.134,0,0.362,0.379,174.019,4
spotify:track:7ufaG4y5Oy7HC5Ig2RwiII,"Rich Music","J.000.$","Josman",2023-10-28,229000,47,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:15Z,"rap français","SIDELINE",0.597,0.554,8,-9.061,0,0.382,0.203,0,0.111,0.453,130.7,4
spotify:track:395h3MnAkHiBl1bDsoAKTd,"Ξ. Une âme pour deux","Ipséité","Damso",2017-04-28,239653,53,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:34:50Z,"rap français,pop urbaine,r&b français","Universal Music Division Carthage Music",0.879,0.561,1,-7.951,1,0.249,0.343,0.00000757,0.11,0.338,115.944,4
spotify:track:1LaNfEu0dId9JjTIlXUi31,"Pensées Lucides","Pensées Lucides","Lil Purpx;Morphée",2023-02-15,153211,0,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:35:43Z,"rap français","Purpx Nation",0.807,0.165,0,-25.137,0,0.103,0.735,0,0.0655,0.659,117.942,4
spotify:track:58uwgIBmxVQVoXHVcXer0q,"4REAL","4REAL","Morphée",2023-10-13,156920,19,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-28T19:35:59Z,"rap français","Morphée",0.764,0.586,1,-8.528,1,0.757,0.0389,0,0.141,0.456,144.664,4
spotify:track:2jNOKdBdO34jpT8rEQtqiF,"Mental","Memoria","Jazzy Bazz;rob",2022-01-21,137425,28,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-29T18:28:48Z,"rap français","3.14 Production",0.518,0.491,4,-8.522,0,0.32,0.306,0,0.0887,0.146,93.069,3
spotify:track:63Qx0GF7X0F4M7J7Vp50Om,"Nouveaux pirates","Fissure de vie","So La Lune;Roshi",2022-05-27,180520,38,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-31T17:48:19Z,"rap français","Play Two",0.342,0.487,3,-7.376,0,0.0392,0.405,0.0000032,0.135,0.179,145.706,4
spotify:track:08BB7bE0bcTebhurRbq4bG,"Eternelle 2","Fissure de vie","So La Lune",2022-05-27,130226,42,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-31T17:48:32Z,"rap français","Play Two",0.765,0.378,4,-10.491,0,0.0655,0.444,0,0.088,0.505,109.894,4
spotify:track:7vfAiaqn8PiibT8KCeDasy,"Range Ro","Fissure de vie","So La Lune",2022-05-27,141906,38,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-31T17:48:39Z,"rap français","Play Two",0.535,0.566,9,-5.19,0,0.0655,0.0298,0.00000234,0.21,0.234,141.871,4
spotify:track:2xIaxSN4uWp84jqXmk9DYn,"Fin heureuse","Fin heureuse","So La Lune",2022-05-20,163546,29,true,g4olm5cjfcdi3sp15n61v34j0,2023-10-31T17:48:47Z,"rap français","Play Two",0.641,0.468,2,-8.408,1,0.369,0.759,0.00000115,0.109,0.486,122.119,4
spotify:track:5pVFQcYx5ESJDoB9ZZPVdb,"Disaster","20's","Zamdane",2018-04-27,169277,28,false,g4olm5cjfcdi3sp15n61v34j0,2023-10-31T18:00:38Z,"rap français","Z",0.4,0.547,2,-8.381,0,0.177,0.33,0,0.241,0.606,177.595,4
spotify:track:7bp3zmEvpHLa0h32nhDUkB,"L’enfer","L’enfer","Stromae",2022-01-09,189720,58,false,g4olm5cjfcdi3sp15n61v34j0,2023-11-08T20:23:37Z,"pop française","Universal Music Division Carthage Music",0.948,0.377,10,-13.747,0,0.603,0.192,0,0.342,0.426,120.009,4
spotify:track:6mPPOntw9YSlMu0uezrG4j,"Métamorph","Méta","Zeu",2019-05-05,129000,28,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-12T12:53:57Z,"rap français,drill","Trap House",0.415,0.574,2,-9.634,0,0.114,0.148,0,0.141,0.201,83.074,1
spotify:track:5LlxEtmvu6pRDVwbebveju,".pheureux.",".moins de bruit que ses démons.","Advm",2023-05-26,186159,26,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-12T18:13:43Z,"rap français",".ccls.",0.575,0.411,1,-13.904,1,0.446,0.566,0.00000117,0.11,0.0984,99.971,4
spotify:track:33KAVHmu7YEIQpyIGFFVYq,"Beau monde","Prototype II","Advm",2021-09-08,224211,0,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-12T18:13:55Z,"rap français","prototype",0.547,0.573,0,-8.859,1,0.163,0.266,0,0.12,0.353,149.871,4
spotify:track:5aVpSKng6z7360ANr0euMl,".moins de bruit que ses démons. (single)",".moins de bruit que ses démons. (single)","Advm;muapal",2023-04-25,184262,5,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-12T18:14:42Z,"rap français",".ccls.",0.426,0.612,10,-9.158,0,0.0882,0.811,0.00000512,0.107,0.141,88.347,4
spotify:track:5bxxyjUHCdODuoVvODoNWr,".les étoiles s'endorment souvent seules.",".les étoiles s'endorment souvent seules.","Advm",2023-01-21,216177,10,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-12T18:14:51Z,"rap français",".ccls.",0.778,0.455,9,-10.498,0,0.126,0.36,0,0.0636,0.369,134.913,4
spotify:track:7oVj50Nh6DScV1i69fmUCg,".haïe.",".moins de bruit que ses démons.","Advm",2023-05-26,178087,26,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-12T18:15:09Z,"rap français",".ccls.",0.649,0.432,1,-11.197,1,0.718,0.201,0,0.098,0.601,90.093,4
spotify:track:0DSZGII1sJRgqauWD79vHo,".og interlude.",".moins de bruit que ses démons.","Advm;tibo",2023-05-26,131409,12,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-12T18:16:20Z,"rap français",".ccls.",0.507,0.515,9,-8.152,0,0.34,0.605,0,0.485,0.395,134.965,4
spotify:track:5VOpz6RChNlwmxMs2hFdsk,"Elle veut oublier","Prototype","Advm;Feur",2022-11-26,191932,7,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-12T18:16:53Z,"rap français","prototype",0.458,0.514,0,-11.954,0,0.337,0.81,0,0.639,0.286,141.404,4
spotify:track:15TD4iGjKnITWsFHUmUZDZ,"Face à la lune","N.D.","Advm",2021-02-19,173076,0,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-12T18:17:47Z,"rap français","prototype",0.881,0.702,7,-6.73,1,0.426,0.149,0,0.23,0.699,132.883,4
spotify:track:4Tri5HFHkKMFoPgHck7qoM,"SBTR/GLDSTN (feat. Deen Burbigo)","EN LESSGUILL","EDGE;Ratu$;Deen Burbigo",2022-07-15,176000,21,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-14T20:14:06Z,"rap français","Saboteur Records",0.677,0.627,10,-10.022,0,0.379,0.283,0.0000106,0.101,0.322,98.134,4
spotify:track:2Q5V4hft5PzyMqYXFRMjBo,"Eleanor","Où les garçons grandissent","Jewel Usain;Prince Waly",2023-10-27,199373,35,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-16T10:09:50Z,"rap français","Play Two",0.496,0.538,7,-8.836,0,0.385,0.626,0,0.0918,0.498,170.62,3
spotify:track:1IjubLixlOxocMXPBgG6e7,"çalavie","baiser","Wallace Cleaver",2023-06-16,193333,53,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-17T20:24:59Z,"rap français,new wave","BORO",0.666,0.488,10,-10.429,1,0.378,0.535,0,0.0966,0.293,129.664,4
spotify:track:6xJS65ZF2FYYgIoKolXIKv,"dans ma tête","baiser","Wallace Cleaver",2023-06-16,167600,49,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-17T20:25:18Z,"rap français,new wave","BORO",0.695,0.524,1,-9.03,1,0.388,0.292,0,0.159,0.731,124.899,4
spotify:track:4KwqEjk8p2z2jN3qFR6qcj,"xtrois","baiser","Wallace Cleaver",2023-06-16,163853,37,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-17T20:25:38Z,"rap français,new wave","BORO",0.653,0.46,6,-8.171,1,0.215,0.366,0.0000828,0.27,0.461,66.635,5
spotify:track:0vOpaeW7snUJkJYgZjLJSm,"là bas","à la recherche du temps perdu","Wallace Cleaver",2021-12-15,168586,33,false,g4olm5cjfcdi3sp15n61v34j0,2023-11-17T20:26:43Z,"rap français,new wave","BORO",0.627,0.498,4,-12.717,0,0.16,0.614,0,0.0893,0.194,135.119,4
spotify:track:2iQ4XGhmwjMRFV2tWYBbHU,"Zancudo","Zancudo","Le Règlement;Wallace Cleaver",2023-10-19,146146,31,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-17T20:27:04Z,"rap français,new wave","Omar Records",0.803,0.434,0,-7.462,0,0.379,0.559,0,0.11,0.503,134.928,4
spotify:track:21kRYpf1ynXbtC23aIrdOL,"Neighbor","Cauchemar (Deluxe)","Wallace Cleaver",2021-07-07,202666,23,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-17T20:27:45Z,"rap français,new wave","BORO",0.709,0.472,4,-10.072,0,0.0499,0.443,0.000189,0.152,0.41,76.496,4
spotify:track:5sUNZJVTq1GvT4RgtYpC2m,"Hors de ma vue","Cauchemar (Deluxe)","Wallace Cleaver",2021-07-07,188732,23,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-17T20:27:55Z,"rap français,new wave","BORO",0.701,0.577,9,-8.207,0,0.132,0.399,0,0.119,0.176,120.065,4
spotify:track:1lXnci0RcxV3bms4CGv6wm,"Les grands champs","Cauchemar (Deluxe)","Wallace Cleaver",2021-07-07,163999,22,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-17T20:28:49Z,"rap français,new wave","BORO",0.726,0.552,1,-7.666,0,0.0537,0.534,0.00000274,0.0714,0.629,138.032,4
spotify:track:1QrLZmyF1mq9zyMsZbPbNt,"Magenta","Mirasierra","Bekar",2022-04-08,105786,53,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:00:18Z,"rap français","Panenka Music",0.596,0.712,6,-6.615,0,0.507,0.296,0,0.386,0.544,76.183,4
spotify:track:4u8xc4TuoaMS85GfOTKmd0,"B.E","Briques rouges","Bekar",2020-09-25,183026,51,false,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:00:53Z,"rap français","Panenka Music",0.432,0.631,5,-6.699,1,0.156,0.11,0,0.309,0.33,132.457,4
spotify:track:6lbgv6Iblm6G5kPAGWli1F,"DEHØRS","Mirasierra","Bekar",2022-04-08,164453,56,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:01:03Z,"rap français","Panenka Music",0.815,0.711,1,-6.372,0,0.117,0.231,0.00000226,0.226,0.727,115.013,4
spotify:track:1ARxPpGISELOagPUAjHsnS,"Basquiat","Basquiat","Georgio;Bekar",2023-11-08,193854,28,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:01:11Z,"rap français","Panenka Music",0.832,0.499,1,-8.861,0,0.208,0.455,0.00000921,0.149,0.466,126.035,4
spotify:track:3TwOlefpKkAwXfpa1HKACm,"Opinel","Mirasierra","Bekar",2022-04-08,146640,48,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:01:29Z,"rap français","Panenka Music",0.696,0.501,10,-8.858,0,0.0505,0.0102,0,0.335,0.292,94.951,4
spotify:track:70EOlnUCTwEAinRZFjQKWx,"La branche","Mirasierra","Bekar",2022-04-08,173520,47,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:01:39Z,"rap français","Panenka Music",0.778,0.642,6,-6.43,0,0.0862,0.138,0,0.111,0.433,132.137,4
spotify:track:3rn60nxm0fi2tJ8Ob0TMsp,"Soleil s'allume","Briques rouges","Bekar",2020-09-25,207480,40,false,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:05:09Z,"rap français","Panenka Music",0.653,0.785,1,-3.911,1,0.249,0.319,0,0.191,0.869,92.335,4
spotify:track:6ofSCdx7mhQ8S3N2LlzhKu,"Entre 4 murs","Plus fort que l'orage","Bekar",2023-05-31,155226,43,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:05:20Z,"rap français","Panenka Music",0.562,0.746,1,-5.569,0,0.123,0.16,0,0.315,0.612,160.053,4
spotify:track:4fsYndzKDrPrS4lb6Zc5kI,"Coloris","Plus fort que l'orage","Bekar",2023-05-31,196720,40,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:05:45Z,"rap français","Panenka Music",0.524,0.576,2,-8.597,0,0.177,0.138,0,0.108,0.475,97.857,4
spotify:track:4zEmYS7MHHJBxNNYkhuSPj,"2 gouttes d'eau","Mirasierra","Bekar;Georgio",2022-04-08,221737,39,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:06:00Z,"rap français","Panenka Music",0.808,0.615,1,-8.207,0,0.306,0.164,0,0.11,0.412,123.148,4
spotify:track:5yulnQVHPzN2y1ujpKd7rV,"Avalanche","Mirasierra","Bekar",2022-04-08,191466,37,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:06:09Z,"rap français","Panenka Music",0.61,0.66,4,-7.347,0,0.187,0.0354,0.00000117,0.144,0.243,166.03,4
spotify:track:2Y6KMrC82sNT37dUswPTad,"Razorlight","Plus fort que l'orage","Bekar",2023-05-31,223453,37,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:07:10Z,"rap français","Panenka Music",0.781,0.716,10,-6.752,0,0.18,0.134,0.00000508,0.0642,0.485,133.84,4
spotify:track:3ccDhpuc2ilM4basQ0eirb,"Mon cœur et ma tête","Mirasierra","Bekar",2022-04-08,176086,38,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-19T18:07:18Z,"rap français","Panenka Music",0.731,0.569,1,-8.195,0,0.178,0.585,0.000136,0.115,0.486,110.918,4
spotify:track:3RRWqpIs34yhn5ZBjuOPkA,"Mauvaise nouvelle","Mauvaise nouvelle","BEN plg",2022-06-15,203783,16,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-21T11:21:18Z,"rap français","Pour La Gloire",0.664,0.737,7,-8.844,1,0.14,0.142,0.00000138,0.307,0.707,156.066,4
spotify:track:1vHyrtMZ71kLl8cdUVSk5k,"lucy & les chanteurs pour dames","lucy & les chanteurs pour dames","Krisy;Marc Lavoine",2023-10-05,240147,35,false,g4olm5cjfcdi3sp15n61v34j0,2023-11-22T11:08:30Z,"rap français,r&b français,variété française,chanson,pop française,house française","LE JEUNE CLUB/syndicate records",0.753,0.662,11,-8.448,0,0.26,0.429,0,0.0887,0.636,149.947,4
spotify:track:3ACQPmomgDCsQQwgUVRLgJ,"Mauvais - Les marches de l'empereur Saison 3 / épisode 7","Mauvais (Les marches de l'empereur Saison 3 / épisode 7)","Alkpote;Mayo;Luv Resval",2018-11-02,247552,27,true,g4olm5cjfcdi3sp15n61v34j0,2023-11-30T12:20:35Z,"rap français,pop urbaine","Alkpote / Bendo Music / Capitol",0.701,0.638,5,-9.061,0,0.165,0.223,0.00219,0.279,0.646,109.96,4
spotify:track:6M4nkEPZMj58acftDRTuKL,"Tous les mêmes","racine carrée","Stromae",2013-01-01,210933,72,false,g4olm5cjfcdi3sp15n61v34j0,2023-12-07T17:09:14Z,"pop française","Universal Music Distributed Labels",0.845,0.441,5,-11.007,1,0.241,0.179,0,0.389,0.854,129.984,4
spotify:track:3fw6KzEazhtp5SULqgwoCt,"Joyeuses Fêtes","Figurine","Spider ZED",2017-10-25,131703,21,false,g4olm5cjfcdi3sp15n61v34j0,2023-12-23T17:38:53Z,"rap français","Forchetta",0.608,0.468,4,-12.764,0,0.15,0.334,0.000905,0.189,0.426,129.962,4
spotify:track:5WdblAl3tJu9r7S4HzeqpZ,"ZAY INTRO","24","La Fève",2023-12-21,104313,45,true,g4olm5cjfcdi3sp15n61v34j0,2023-12-23T19:59:56Z,"rap français,new wave","WALONE",0.658,0.546,2,-10.239,1,0.178,0.051,0,0.156,0.585,152.025,4
spotify:track:7ax16NvlA4tGBCE4YJGC1o,"7W","24","La Fève",2023-12-21,129308,44,true,g4olm5cjfcdi3sp15n61v34j0,2023-12-23T19:59:56Z,"rap français,new wave","WALONE",0.711,0.461,4,-11.041,0,0.0451,0.14,0.000001,0.191,0.0843,127.015,4
spotify:track:5wrrwpdXSeZg2XfxzfsBrO,"ZAZA PART. 2","24","La Fève",2023-12-21,153468,44,true,g4olm5cjfcdi3sp15n61v34j0,2023-12-23T19:59:56Z,"rap français,new wave","WALONE",0.91,0.53,7,-10.496,1,0.0643,0.0956,0,0.0783,0.37,111.02,4
spotify:track:1o4a8ksaquTS6cY9JW44a9,"RIP KEED","24","La Fève",2023-12-21,139294,38,true,g4olm5cjfcdi3sp15n61v34j0,2023-12-23T19:59:56Z,"rap français,new wave","WALONE",0.852,0.557,9,-8.713,0,0.173,0.0433,0,0.102,0.948,144.04,4
spotify:track:18wAiPgv86J3Yb9zoFJPYW,"TYPE SHIT","24","La Fève;Yung L.A.",2023-12-21,176609,40,true,g4olm5cjfcdi3sp15n61v34j0,2023-12-23T19:59:56Z,"rap français,new wave","WALONE",0.581,0.426,11,-14.032,0,0.185,0.459,0.000161,0.141,0.226,73.068,4
